name,group,id,Niacin (mg),Pantothenic acid (mg),Vitamin B-6 (mg),"Folate, total (mcg)",Vitamin B-12 (mcg),"Choline, total (mg)",Menaquinone-4 (mcg),Dihydrophylloquinone (mcg),Vitamin K (phylloquinone) (mcg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)",Betaine (mg),Tryptophan (g),Threonine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Cystine (g),Phenylalanine (g),Tyrosine (g),Valine (g),Arginine (g),Histidine (g),Alanine (g),Aspartic acid (g),Glutamic acid (g),Glycine (g),Proline (g),Serine (g),Hydroxyproline (g),"Vitamin E, added (mg)","Vitamin B-12, added (mcg)",Cholesterol (mg),"Fatty acids, total trans (g)","Fatty acids, total saturated (g)",4:0 (g),6:0 (g),8:0 (g),10:0 (g),12:0 (g),14:0 (g),16:0 (g),18:0 (g),20:0 (g),18:1 undifferentiated (g),18:2 undifferentiated (g),18:3 undifferentiated (g),20:4 undifferentiated (g)
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",1000,10054,4.516,0.732,0.544,5,0.75,91.6,,,,,5,5,3.5,0.326,1.197,1.22,2.116,2.38,0.689,0.334,1.058,0.905,1.432,1.693,1.028,1.569,2.44,4.082,1.428,1.16,1.101,,,,86,,5.93,,,,0.01,0.01,0.2,3.65,1.94,,6.33,1.33,0.04,0.06
"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",1000,10055,7.865,1.037,0.75,,0.64,90.7,,,,,,,4.4,0.28,1.196,1.311,2.269,2.471,0.734,0.307,1.12,1.014,1.392,1.772,1.151,1.564,2.606,4.253,1.2,1.077,1.152,0.068,,,89,0.103,4.113,,,,0.01,0.005,0.147,2.553,1.338,0.019,4.688,1.304,0.059,0.084
"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",1000,10056,6.344,0.875,0.803,,0.53,83.5,,,,,,,3.1,0.228,0.972,1.065,1.844,2.008,0.596,0.25,0.91,0.824,1.131,1.44,0.935,1.271,2.118,3.456,0.975,0.875,0.936,0.056,,,69,,,,,,0.003,,0.044,0.77,0.387,,1.426,0.362,0.016,0.034
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",1000,10057,3.955,0.69,0.444,3,0.57,,,,,,3,3,,0.343,1.233,1.264,2.166,2.428,0.715,0.344,1.078,0.941,1.465,1.678,1.079,1.573,2.504,4.227,1.282,1.085,1.115,,,,81,,3.2,,,,0.01,0.01,0.11,1.98,1.02,,3.57,0.68,0.02,0.05
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled",1000,10058,4.764,0.783,0.596,1,0.79,97.8,,,,,1,1,3.8,0.362,1.3,1.333,2.283,2.559,0.754,0.363,1.136,0.992,1.544,1.769,1.137,1.658,2.64,4.455,1.351,1.143,1.176,,,,85,,3.61,,,,0.01,0.01,0.12,2.24,1.16,,4,0.77,0.02,0.05
"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted",1000,10059,8.165,1.075,0.785,,0.61,94.4,,,,,,,4.6,0.292,1.247,1.367,2.367,2.577,0.765,0.321,1.168,1.057,1.452,1.849,1.2,1.631,2.718,4.435,1.252,1.123,1.201,0.071,,,89,0.063,2.871,,,,0.008,0.002,0.104,1.81,0.91,0.012,3.351,0.85,0.037,0.079
"Pork, fresh, loin, tenderloin, separable lean only, raw",1000,10060,6.684,0.846,0.777,,0.51,80.8,,,,,,,3,0.22,0.94,1.031,1.784,1.943,0.577,0.242,0.881,0.797,1.095,1.394,0.905,1.23,2.049,3.344,0.944,0.847,0.906,0.054,,,65,0.021,0.698,,,,,,0.022,0.432,0.241,,0.732,0.3,0.008,0.052
"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",1000,10061,7.432,1.012,0.739,,0.57,88.9,,,,,,,4.3,0.275,1.175,1.288,2.229,2.427,0.721,0.302,1.1,0.996,1.367,1.741,1.13,1.536,2.56,4.177,1.179,1.058,1.131,0.067,,,73,0.033,1.198,,,,,,0.039,0.735,0.411,,1.234,0.423,0.013,0.057
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",1000,10062,7.988,0.727,0.726,,0.53,57.8,,,,,,,3.1,0.227,0.968,1.06,1.836,1.999,0.594,0.249,0.906,0.82,1.126,1.434,0.931,1.265,2.108,3.441,0.971,0.871,0.932,0.055,,,67,0.064,2.45,,,,0.003,0.003,0.088,1.523,0.805,0.009,2.771,0.763,0.033,0.051
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",1000,10063,9.905,1.03,0.537,,0.67,100,,,,,,,3.9,0.348,1.284,1.383,2.403,2.597,0.8,0.329,1.213,1.157,1.477,1.881,1.188,1.672,2.731,4.46,1.32,1.181,1.219,0.102,,,72,0.048,3.218,,,,0.008,0.008,0.114,1.961,1.078,0.016,3.375,1.135,0.048,0.052
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",1000,10064,8.242,0.68,0.696,,0.59,76,,,,,,,2.8,0.28,1.195,1.31,2.268,2.469,0.733,0.307,1.119,1.013,1.391,1.772,1.15,1.563,2.604,4.25,1.2,1.076,1.151,0.068,,,73,0.086,3.164,,,,0.005,0.004,0.115,1.969,1.031,0.015,3.611,0.907,0.04,0.064
"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",1000,10065,7.104,0.674,0.692,,0.58,75.5,,,,,,,2.8,0.278,1.188,1.302,2.253,2.453,0.728,0.305,1.112,1.007,1.382,1.76,1.142,1.553,2.587,4.223,1.192,1.069,1.144,0.068,,,80,0.079,2.839,,,,0.004,0.002,0.101,1.756,0.937,0.014,3.263,0.871,0.037,0.056
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",1000,10066,8.265,0.746,0.756,,0.51,59.6,,,,,,,3.1,0.236,1.006,1.103,1.91,2.079,0.617,0.259,0.942,0.853,1.171,1.491,0.968,1.316,2.193,3.578,1.01,0.906,0.969,0.058,,,66,0.024,1.208,,,,,,0.044,0.772,0.384,0.002,1.421,0.3,0.011,0.045
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised",1000,10067,10.263,1.054,0.561,,0.66,104.9,,,,,,,4.1,0.363,1.343,1.446,2.513,2.716,0.837,0.344,1.269,1.21,1.545,1.968,1.242,1.749,2.856,4.665,1.38,1.235,1.275,0.107,,,71,0.015,1.657,,,,0.005,0.004,0.059,1.015,0.552,0.008,1.785,0.468,0.017,0.044
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",1000,10068,8.512,0.692,0.722,,0.56,78.3,,,,,,,2.8,0.29,1.238,1.357,2.349,2.558,0.759,0.318,1.159,1.049,1.441,1.835,1.191,1.619,2.698,4.402,1.243,1.115,1.192,0.071,,,72,0.052,2.077,,,,0.003,0.002,0.077,1.317,0.658,0.009,2.437,0.508,0.02,0.059
"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",1000,10069,7.277,0.684,0.713,,0.55,77.3,,,,,,,2.8,0.287,1.223,1.34,2.32,2.525,0.75,0.314,1.145,1.036,1.423,1.812,1.176,1.598,2.664,4.347,1.227,1.101,1.177,0.07,,,79,0.051,1.927,,,,0.002,,0.069,1.208,0.625,0.01,2.279,0.539,0.02,0.052
"Pork, fresh, shoulder, whole, separable lean and fat, raw",1000,10070,3.833,0.719,0.348,5,0.74,60.6,,,,,5,5,2.8,0.208,0.768,0.781,1.36,1.531,0.441,0.214,0.681,0.579,0.921,1.098,0.656,1.015,1.567,2.614,0.952,0.765,0.709,,,,71,,6.24,,,,0.01,0.02,0.22,3.88,2.04,,7.35,1.6,0.13,0.1
"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",1000,10071,3.991,0.6,0.288,5,0.8,80,,,,,5,5,3.1,0.278,1.036,1.051,1.837,2.071,0.593,0.288,0.921,0.778,1.244,1.498,0.879,1.38,2.114,3.518,1.333,1.06,0.961,,,,90,,7.86,,,,0.01,0.01,0.27,4.83,2.59,,8.62,1.82,0.07,0.07
"Pork, fresh, shoulder, whole, separable lean only, raw",1000,10072,4.275,0.822,0.415,5,0.84,,,,,,5,5,,0.248,0.893,0.915,1.568,1.758,0.518,0.249,0.78,0.681,1.06,1.215,0.781,1.139,1.813,3.06,0.928,0.785,0.807,,,,67,,2.47,,,,0.01,0.01,0.09,1.57,0.77,,2.93,0.62,0.03,0.09
"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",1000,10073,4.26,0.651,0.317,5,0.86,87,,,,,5,5,3.4,0.322,1.157,1.186,2.032,2.278,0.671,0.323,1.011,0.883,1.374,1.575,1.012,1.476,2.35,3.965,1.203,1.018,1.046,,,,90,,4.79,,,,0.01,0.01,0.16,2.96,1.56,,5.59,1.09,0.04,0.07
"Pork, fresh, shoulder, arm picnic, separable lean and fat, raw",1000,10074,3.983,0.656,0.387,4,0.64,,,,,,4,4,,0.198,0.741,0.752,1.315,1.484,0.424,0.206,0.66,0.556,0.891,1.076,0.628,0.99,1.514,2.516,0.966,0.765,0.689,,,,71,,7,,,,0.01,0.02,0.25,4.34,2.31,,8.25,1.81,0.15,0.1
"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",1000,10075,5.214,0.595,0.35,4,0.65,96.2,,,,,4,4,3.7,0.331,1.24,1.256,2.203,2.485,0.708,0.345,1.105,0.929,1.492,1.809,1.048,1.662,2.534,4.207,1.64,1.295,1.156,,,,109,,8.49,,,,0.01,0.01,0.29,5.24,2.78,,9.47,2.02,0.07,0.09
"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, roasted",1000,10076,3.918,0.532,0.348,4,0.71,,,,,,4,4,,0.273,1.032,1.042,1.838,2.077,0.587,0.286,0.924,0.77,1.246,1.531,0.864,1.4,2.112,3.492,1.439,1.12,0.969,,,,94,,8.78,,,,0.02,0.01,0.3,5.42,2.87,,9.78,2.09,0.07,0.09
"Pork, fresh, shoulder, arm picnic, separable lean only, raw",1000,10077,4.628,0.776,0.49,4,0.73,,,,,,4,4,,0.251,0.902,0.925,1.585,1.776,0.523,0.252,0.788,0.688,1.071,1.228,0.789,1.151,1.832,3.092,0.938,0.793,0.816,,,,65,,2.13,,,,0.01,0.01,0.08,1.36,0.67,,2.53,0.53,0.03,0.07
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",1000,10078,5.94,0.67,0.41,5,0.71,110.9,,,,,5,5,4.3,0.41,1.473,1.511,2.588,2.901,0.854,0.411,1.288,1.124,1.75,2.005,1.289,1.879,2.992,5.05,1.532,1.296,1.333,,,,114,,4.16,,,,,,0.13,2.61,1.32,,5.26,1.01,0.03,0.08
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",1000,10079,4.314,0.592,0.41,5,0.78,,,,,,5,5,,0.339,1.218,1.249,2.141,2.399,0.706,0.34,1.065,0.93,1.447,1.659,1.066,1.554,2.475,4.176,1.267,1.072,1.102,,,,95,,4.3,,,,,,0.14,2.7,1.36,,5.44,1.04,0.03,0.08
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",1000,10080,4.239,1.447,0.486,,0.91,73.3,,,,,,,3.9,0.183,0.782,0.857,1.484,1.615,0.48,0.201,0.732,0.663,0.91,1.159,0.752,1.022,1.704,2.781,0.785,0.704,0.753,0.045,,,62,0.115,4.348,,,,0.007,0.005,0.149,2.647,1.474,0.022,4.861,1.401,0.063,0.074
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",1000,10081,3.872,1.29,0.448,,0.93,102.3,,,,,,,3.4,0.264,1.126,1.234,2.136,2.325,0.691,0.289,1.054,0.954,1.31,1.668,1.083,1.472,2.453,4.003,1.13,1.014,1.084,0.064,,,98,0.154,6.584,,,,0.017,0.014,0.223,3.99,2.248,0.032,7.443,1.811,0.079,0.099
"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",1000,10082,4.07,0.727,0.277,4,1.06,87.9,,,,,4,4,3.4,0.325,1.168,1.198,2.052,2.3,0.677,0.326,1.021,0.891,1.388,1.59,1.022,1.49,2.373,4.004,1.215,1.028,1.057,,,,95,,5.95,,,,0.01,0.01,0.2,3.65,1.97,,6.67,1.26,0.05,0.07
"Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted",1000,10083,4.061,0.665,0.23,5,0.88,79.4,,,,,5,5,3.1,0.283,1.039,1.059,1.836,2.064,0.598,0.289,0.917,0.785,1.242,1.467,0.893,1.36,2.117,3.542,1.232,1.002,0.954,,,,86,,6.97,,,,0.01,0.01,0.23,4.26,2.31,,7.49,1.55,0.06,0.06
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",1000,10084,4.387,1.567,0.521,,0.91,78.8,,,,,,,4.1,0.197,0.841,0.922,1.596,1.737,0.516,0.216,0.787,0.713,0.979,1.246,0.809,1.1,1.832,2.99,0.844,0.757,0.81,0.048,,,60,0.038,1.998,,,,0.002,,0.067,1.224,0.68,0.01,2.308,0.517,0.019,0.065
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",1000,10085,3.935,1.367,0.47,,0.9,108.7,,,,,,,3.5,0.28,1.193,1.308,2.264,2.465,0.732,0.307,1.117,1.011,1.389,1.768,1.148,1.56,2.6,4.243,1.197,1.074,1.149,0.068,,,100,0.102,5.023,,,,0.014,0.011,0.168,3.051,1.716,0.024,5.77,1.204,0.048,0.094
"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",1000,10086,4.3,0.816,0.31,5,1.13,91.9,,,,,5,5,3.6,0.34,1.221,1.252,2.145,2.405,0.708,0.341,1.067,0.932,1.451,1.662,1.068,1.558,2.48,4.186,1.27,1.074,1.105,,,,94,,4.45,,,,0.01,0.01,0.14,2.73,1.47,,5.06,0.92,0.04,0.06
"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",1000,10087,4.96,1.077,0.437,8,1.16,83.2,,,,,8,8,3.2,0.308,1.106,1.134,1.943,2.178,0.641,0.309,0.967,0.844,1.314,1.505,0.967,1.411,2.246,3.791,1.15,0.973,1,,,,85,,5.19,,,,0.01,0.01,0.17,3.18,1.72,,5.72,1.12,0.05,0.05
"Pork, fresh, spareribs, separable lean and fat, raw",1000,10088,4.662,0.625,0.574,,0.38,59.7,,,,,,,2.2,0.163,0.695,0.761,1.318,1.435,0.426,0.179,0.65,0.589,0.809,1.03,0.668,0.908,1.514,2.47,0.697,0.626,0.669,0.04,,,80,0.222,7.529,,,,,,0.236,4.661,2.596,,7.889,3.23,0.081,0.563
"Pork, fresh, spareribs, separable lean and fat, cooked, braised",1000,10089,5.475,0.75,0.35,4,1.08,99.9,,,,,4,4,3.9,0.369,1.327,1.361,2.332,2.613,0.769,0.371,1.16,1.013,1.577,1.806,1.161,1.693,2.695,4.549,1.38,1.167,1.2,,,,121,,11.12,,,,0.01,0.01,0.36,6.8,3.82,,12.52,2.51,0.11,0.11
"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",1000,10093,6.503,0.725,0.577,3,0.68,65.2,,,,,3,3,2.5,0.319,1.246,1.322,2.278,2.514,0.743,0.334,1.128,1.004,1.464,1.772,1.145,1.609,2.624,4.351,1.272,1.109,1.164,0.036,,,84,0.032,3.092,,,,0.006,0.004,0.107,1.919,1,0.005,3.561,0.738,0.026,0.064
"Pork, fresh, variety meats and by-products, brain, raw",1000,10096,4.275,2.8,0.19,6,2.19,,,,,,6,6,,0.132,0.48,0.475,0.896,0.808,0.204,,0.523,0.431,0.586,0.538,0.276,,1.028,1.202,0.493,,,,,,2195,,2.079,,,,,,0.04,1.029,0.999,,1.069,0.09,0.12,0.47
"Pork, fresh, variety meats and by-products, brain, cooked, braised",1000,10097,3.33,1.823,0.14,4,1.42,,,,,,4,4,,0.155,0.567,0.561,1.058,0.954,0.241,0.214,0.618,0.509,0.691,0.635,0.326,0.66,1.214,1.42,0.583,0.66,0.641,,,,2552,,2.15,,,,,,0.04,1.06,1.03,,1.1,0.09,0.12,0.49
"Pork, fresh, variety meats and by-products, chitterlings, raw",1000,10098,0.215,0.227,0.014,3,0.82,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,154,,7.619,,,,,,0.232,4.057,3.152,0.025,4.994,0.799,0.028,0.095
"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",1000,10099,0.087,0.087,,1,0.42,471,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,277,,9.52,,,0.02,,,0.289,5.132,3.885,0.034,6.572,0.98,0.033,0.146
"Pork, fresh, variety meats and by-products, ears, frozen, raw",1000,10100,0.78,0.068,0.02,,0.07,,,,,,,,,0.043,0.629,0.492,1.167,1.052,0.133,0.2,0.718,0.402,0.83,1.861,0.269,2.22,1.66,2.805,4.4,2.848,0.941,,,,82,,5.39,,,,,0.01,0.2,3.38,1.8,,6.43,1.41,0.13,0.07
"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",1000,10101,0.56,0.037,0.01,,0.04,,,,,,,,,0.031,0.477,0.365,0.875,0.732,0.128,0.142,0.51,0.319,0.638,1.276,0.191,1.531,1.179,2.008,3.142,1.914,0.684,,,,90,,3.86,,,,,0.01,0.14,2.42,1.29,,4.6,1.01,0.09,0.05
"Pork, fresh, variety meats and by-products, feet, raw",1000,10102,1.13,0.303,0.053,10,0.52,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,88,,3.57,,,,0.011,,0.154,2.464,0.905,0.014,5.682,0.93,0.043,0.053
"Pork, fresh, variety meats and by-products, heart, raw",1000,10103,6.765,2.515,0.39,4,3.79,,,,,,4,4,,0.199,0.757,0.831,1.558,1.428,0.442,0.309,0.762,0.591,0.914,1.16,0.439,1.108,1.563,2.77,0.939,0.795,0.812,,,,131,,1.16,,,,,0.01,0.08,0.59,0.45,,0.9,0.77,0.08,0.27
"Pork, fresh, variety meats and by-products, heart, cooked, braised",1000,10104,6.05,2.47,0.39,4,3.79,,,,,,4,4,,0.272,1.035,1.137,2.13,1.952,0.604,0.423,1.042,0.808,1.25,1.586,0.6,1.514,2.137,3.787,1.284,1.087,1.11,,,,221,,1.34,,,,,0.01,0.1,0.69,0.52,,1.05,0.89,0.1,0.31
"Pork, fresh, variety meats and by-products, jowl, raw",1000,10105,4.535,0.25,0.09,1,0.82,,,,,,1,1,,0.021,0.21,0.168,0.446,0.528,0.095,0.056,0.239,0.104,0.305,0.659,0.072,0.378,0.592,0.991,0.291,0.242,0.262,,,,90,,25.26,,,,0.05,0.15,0.88,15.24,8.94,,30.17,7.45,0.58,0.08
"Pork, fresh, variety meats and by-products, kidneys, raw",1000,10106,8.207,3.13,0.44,42,8.49,,,,,,42,42,,0.213,0.682,0.879,1.477,1.185,0.353,0.361,0.777,0.592,0.948,1.011,0.395,1.035,1.546,1.964,1.043,1.019,0.872,,,,319,,1.04,,,,,0.01,0.04,0.58,0.41,,0.97,0.17,0.01,0.08
"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",1000,10107,5.785,2.873,0.46,41,7.79,,,,,,41,41,,0.329,1.053,1.357,2.28,1.829,0.545,0.557,1.199,0.914,1.463,1.561,0.61,1.597,2.386,3.032,1.609,1.573,1.345,,,,480,,1.51,,,,,0.01,0.05,0.85,0.6,,1.4,0.25,0.01,0.12
"Pork, fresh, variety meats and by-products, leaf fat, raw",1000,10109,1.249,,0.03,,0.23,,,,,,,,,0.006,0.058,0.046,0.123,0.146,0.026,0.015,0.066,0.029,0.084,0.182,0.02,0.104,0.163,0.273,0.08,0.067,0.072,,,,110,,45.23,,,,,,1.37,26.77,17.09,,35.25,6.34,0.94,
"Pork, fresh, variety meats and by-products, liver, raw",1000,10110,15.301,6.65,0.69,212,26,,,,,,212,212,,0.301,0.91,1.085,1.906,1.649,0.53,0.404,1.047,0.729,1.321,1.317,0.582,1.276,1.937,2.782,1.239,1.146,1.157,,,,301,,1.17,,,,,,0.02,0.44,0.7,,0.46,0.35,0.03,0.44
"Pork, fresh, variety meats and by-products, liver, cooked, braised",1000,10111,8.435,4.774,0.57,163,18.67,,,,,,163,163,,0.366,1.107,1.32,2.319,2.007,0.645,0.491,1.274,0.887,1.607,1.603,0.708,1.553,2.356,3.385,1.507,1.395,1.407,,,,355,,1.41,,,,,,0.02,0.53,0.84,,0.56,0.42,0.04,0.53
"Pork, fresh, variety meats and by-products, lungs, raw",1000,10112,3.345,0.9,0.1,3,2.75,,,,,,3,3,,0.124,0.496,0.563,1.093,1.027,0.228,0.221,0.586,0.398,0.838,0.732,0.356,0.89,1.266,1.464,1.027,0.901,0.621,,,,320,,0.96,,,,,,0.02,0.63,0.29,,0.56,0.12,,0.18
"Pork, fresh, variety meats and by-products, lungs, cooked, braised",1000,10113,1.364,0.663,0.08,2,2.03,,,,,,2,2,,0.146,0.584,0.664,1.288,1.211,0.268,0.261,0.691,0.47,0.988,0.863,0.42,1.049,1.493,1.726,1.211,1.062,0.732,,,,387,,1.09,,,,,,0.03,0.72,0.33,,0.63,0.13,,0.2
"Pork, fresh, variety meats and by-products, mechanically separated, raw",1000,10114,3.171,0.59,0.37,3,0.58,,,,,,3,3,,0.202,0.617,0.689,1.099,1.18,0.313,0.169,0.648,0.518,0.913,1.074,0.54,0.874,1.152,1.983,0.862,0.718,0.6,,,,77,,9.82,,,,,,0.22,6.13,3.37,,11.41,2.14,0.16,0.05
"Pork, fresh, variety meats and by-products, pancreas, raw",1000,10115,3.45,4.555,0.46,3,16.4,,,,,,3,3,,0.407,0.835,0.974,1.387,1.28,0.306,0.238,0.796,0.778,1.001,1.069,0.359,0.95,1.782,1.53,1.132,0.95,0.742,,,,193,,4.58,,,,,,0.11,2.45,1.72,,3.81,1.45,0.09,0.57
"Pork, fresh, variety meats and by-products, pancreas, cooked, braised",1000,10116,3.206,4.741,0.44,5,17.07,,,,,,5,5,,0.625,1.281,1.496,2.13,1.965,0.47,0.365,1.222,1.195,1.537,1.642,0.552,1.459,2.736,2.348,1.737,1.459,1.14,,,,315,,3.73,,,,,,0.09,2,1.4,,3.11,1.18,0.08,0.47
"Pork, fresh, variety meats and by-products, spleen, raw",1000,10117,5.867,1.055,0.06,4,3.26,,,,,,4,4,,0.183,0.714,0.797,1.46,1.334,0.331,0.229,0.763,0.5,0.971,0.974,0.426,1.154,1.571,2.051,1.143,0.995,0.78,,,,363,,0.86,,,,,0.01,0.06,0.46,0.33,,0.59,0.19,,
"Pork, fresh, variety meats and by-products, spleen, cooked, braised",1000,10118,5.938,0.892,0.06,4,2.76,,,,,,4,4,,0.289,1.128,1.259,2.306,2.107,0.523,0.361,1.205,0.79,1.534,1.539,0.672,1.822,2.482,3.24,1.805,1.571,1.232,,,,504,,1.06,,,,,0.01,0.07,0.57,0.4,,0.73,0.23,,
"Pork, fresh, variety meats and by-products, stomach, raw",1000,10119,2.48,1.22,0.034,3,0.3,194.8,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,223,0.13,4.025,,,,,,0.125,2.264,1.591,0.02,3.32,0.724,0.021,0.11
"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",1000,10120,8.628,1.212,0.501,,0.72,85,,,,,,,3.3,0.306,1.13,1.217,2.115,2.285,0.704,0.29,1.068,1.018,1.3,1.656,1.045,1.472,2.404,3.926,1.161,1.039,1.073,0.09,,,82,0.025,2.557,,,,0.008,0.006,0.09,1.565,0.85,0.012,2.763,0.872,0.037,0.087
"Pork, fresh, variety meats and by-products, tongue, raw",1000,10121,5.3,0.641,0.24,4,2.84,,,,,,4,4,,0.188,0.689,0.743,1.307,1.333,0.365,0.235,0.675,0.496,0.848,1.007,0.409,0.861,1.515,2.052,1.205,0.861,0.678,,,,101,,5.96,,,,0.02,0.09,0.31,3.82,1.73,,7.3,1.7,0.08,
"Pork, fresh, variety meats and by-products, tongue, cooked, braised",1000,10122,5.34,0.507,0.23,4,2.39,,,,,,4,4,,0.278,1.018,1.099,1.932,1.97,0.54,,0.999,,1.253,1.488,0.605,,2.24,3.035,1.781,,,,,,146,,6.449,,,,0.02,0.09,0.34,4.129,1.87,,7.889,1.84,0.09,
"Pork, cured, bacon, raw",1000,10123,3.828,0.52,0.21,2,0.69,46.6,,,,,2,2,0.9,0.097,0.454,0.544,0.903,0.962,0.258,0.129,0.46,0.363,0.617,0.751,0.436,0.742,1.091,1.707,0.814,0.636,0.441,0.19,,,68,,14.993,,,,0.01,,0.573,9.61,4.601,0.085,18.334,4.292,0.213,0.112
"Pork, cured, bacon, cooked, broiled, pan-fried or roasted",1000,10124,11.099,1.171,0.349,2,1.23,123.2,,,0.1,,2,2,3.5,0.321,1.501,1.798,2.985,3.18,0.853,0.426,1.521,1.2,2.04,2.483,1.441,2.453,3.607,5.643,2.691,2.103,1.458,0.65,,,110,,13.739,,,,0.005,,0.532,8.732,4.287,0.078,16.915,,0.2,0.154
"Pork, cured, breakfast strips, raw or unheated",1000,10128,3.65,0.476,0.21,3,0.99,,,,,,3,3,,0.113,0.451,0.477,0.817,0.871,0.259,0.12,0.453,0.342,0.565,0.717,0.338,0.657,0.969,1.611,0.839,0.623,0.441,,,,69,,12.91,,,,0.21,0.21,0.72,7.52,4.27,,14.95,4.66,0.9,
"Pork, cured, breakfast strips, cooked",1000,10129,7.592,0.922,0.34,4,1.77,96.3,,,,,4,4,2.7,0.278,1.112,1.177,2.015,2.149,0.639,0.296,1.116,0.843,1.394,1.769,0.834,1.621,2.39,3.974,2.071,1.538,1.089,,,,105,,12.77,,,,0.1,0.08,0.63,7.39,4.56,,14.73,4.86,0.79,
"Pork, cured, canadian-style bacon, unheated",1000,10130,6.231,0.52,0.39,4,0.67,68.6,,,,,4,4,1.9,0.205,0.829,0.779,1.453,1.625,0.561,0.258,0.67,0.624,0.822,1.126,0.75,1.05,1.72,2.856,0.888,0.773,0.783,,,,50,,2.22,,,,0.02,0.02,0.1,1.4,0.68,,2.85,0.54,0.09,
"Pork, cured, canadian-style bacon, grilled",1000,10131,6.915,0.52,0.45,4,0.78,80.6,,,,,4,4,2.3,0.24,0.973,0.915,1.706,1.908,0.659,0.302,0.787,0.733,0.966,1.322,0.88,1.233,2.02,3.354,1.043,0.907,0.919,,,,58,,2.84,,,,0.03,0.02,0.13,1.79,0.88,,3.65,0.69,0.12,
"Pork, cured, feet, pickled",1000,10132,0.22,0.262,0.007,1,0.21,44.5,10.4,,,,1,1,2.9,0.023,0.314,0.198,0.512,0.5,0.128,0.102,0.337,0.186,0.291,0.872,0.128,0.953,0.837,1.279,2.034,1.22,0.465,,,,83,0.065,2.945,,,,,,0.121,2.075,0.704,0.012,5.196,0.668,0.028,0.051
"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",1000,10134,4.023,0.403,0.4,3,0.65,85.1,,,,,3,3,5.7,0.251,0.931,0.918,1.661,1.775,0.553,0.315,0.904,0.687,0.908,1.36,0.75,1.236,1.983,3.413,1.088,0.894,0.857,,,,53,,1.81,,,,0.02,0.02,0.09,1.12,0.57,,2.38,0.48,0.06,
"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",1000,10136,6.15,0.72,0.31,3,0.7,88.4,,,,,3,3,5.9,0.238,0.882,0.87,1.574,1.682,0.524,0.298,0.857,0.651,0.86,1.289,0.711,1.171,1.879,3.234,1.032,0.847,0.813,,,,59,,3.12,,,,0.03,0.02,0.15,1.86,1.05,,4,1.17,0.24,
